num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate,all_flats
10,Євсіков Олексій Олександрович,vulyk_8_29,Вищий господарський суд,Загальнодержавний регіон,5451881.0,799009.0,0.0,0.0,суддя Вищого господарського суду України,22.0,267.0,0.0,0.0,243273.0,479813.0,Volkswagen Touareg, Volkswagen Touareg, ,,0.0,81496.0,81496.0,6250890.0,0.0,978.0,977952.0,0.98,20273.0,39984.0,60257.0,0.0,289.0,289.0
31,Єрмоленко Дмитро Дмитрович,vulyk_2_219,Прокуратура,Одеська область,639868.0,1007964.0,0.0,0.0,заступник прокурора Овідіопольського району Одеської області,61.0,32.0,0.0,0.0,114868.0,0.0,,BMW X5, Infiniti FX35, ,87716.0,0.0,87716.0,1647832.0,1053.0,0.0,1052592.0,1.05,9572.0,0.0,9572.0,0.0,93.0,93.0
59,Іванов Дмитро Іванович,vulyk_14_97,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Одеська область,41588.0,21836.0,0.0,0.0,заступник начальника ГУ ДФС в Одеській області,0.0,73.0,0.0,347.0,41588.0,21836.0,Mercedes-Benz GL 550,Lexus LX 470, Mercedes-Benz S 550,52778.0,38920.0,91698.0,63424.0,633.0,467.0,1100376.0,1.1,3466.0,1820.0,5286.0,0.0,420.0,73.0
129,Абрамовський Роман Романович,vulyk_4_1_24,"Міністерство регіонального розвитку, будівництва та житлово-комунального господарства",Загальнодержавний регіон,199370.0,164047.0,0.0,419585.0,"заступник Міністра регіонального розвитку, будівництва та житлово-комунального господарства України",322.0,85.0,0.0,0.0,104498.0,0.0,Mercedes-Benz S 500, ,Land Rover Range Rover, BMW X5,79578.0,57813.0,137391.0,363417.0,955.0,694.0,1648692.0,1.65,8708.0,0.0,8708.0,419585.0,407.0,407.0
165,Алєксєєв Сергій Олегович,chesno_2532,Верховна рада України,Загальнодержавний регіон,21517879.0,493632.0,0.0,0.0,Депутат 8-го скликання,188.0,482.0,0.0,685.0,58312.0,34290.0,Mercedes-Benz S500L 4663 куб. см, Ferrari 458 Italia 4497 куб.см, Mercedes-Benz GL450 4663 куб.см,Porsche Cayenne S 4806 куб.см,25918.0,102845.0,128763.0,22011511.0,311.0,1234.0,1545156.0,1.55,4859.0,2858.0,7717.0,0.0,1355.0,670.0
250,Бабенко Микола Вікторович,vulyk_4_143,Київська обласна Рада,Київська область,297682.66,288927.0,0.0,0.0,голова Київської обласної ради,32.0,112.0,60.0,60.0,118260.25,0.0,BMW X5,BMW X6,62092.0,33528.0,95620.0,586609.66,745.0,402.0,1147440.0,1.15,9855.0,0.0,9855.0,0.0,264.0,144.0
315,Барбара Валентин Петрович,vulyk_56_152,Верховний суд,Загальнодержавний регіон,359154.0,390487.0,0.0,0.0,заступник голови Верховного Суду України - секретар судової палати у господарських справах,90.0,235.0,0.0,0.0,350707.0,0.0,Mercedes-Benz A 150,Mercedes-Benz GL 350,80081.0,13012.0,93093.0,749641.0,961.0,156.0,1117116.0,1.12,29226.0,0.0,29226.0,0.0,325.0,325.0
386,Бережний Віктор Миколайович,vulyk_7_81,Чернігівська міська рада,Чернігівська область,64321.48,0.0,0.0,0.0,заступник міського голови з питань діяльності виконавчих органів ради,111.0,0.0,0.0,0.0,64316.36,0.0,Audi A8,,0.0,62845.0,62845.0,64321.48,0.0,754.0,754140.0,0.75,5360.0,0.0,5360.0,0.0,111.0,111.0
394,Березенко Сергій Іванович,vulyk_9_86,Державне управління справами,Загальнодержавний регіон,198025.0,1040485.0,0.0,0.0,керівник державного управління справами,120.0,75.0,0.0,267.0,165820.0,71000.0,Porsche Cayenne, Mercedes-Benz GL 350 BlueTec,,0.0,144615.0,144615.0,1238510.0,0.0,1735.0,1735380.0,1.74,13818.0,5917.0,19735.0,0.0,462.0,195.0
464,Боднарюк Олег Васильович,vulyk_51_151,адміністративний місцевий суд,Чернівецька область,369510.0,433103.0,0.0,0.0,суддя (голова) Чернівецького окружного адміністративного суду,0.0,0.0,0.0,0.0,219510.0,0.0,BMW X6,Honda Coupe,21304.0,51735.0,73039.0,802613.0,256.0,621.0,876468.0,0.88,18292.0,0.0,18292.0,0.0,0.0,0.0
