,id,X.x,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year,car_name_similarity,title,car_price_usd,st_error,r_sq
327,3578,6716,"Чебанов Олександр Олегович",Суддя,"Апеляційний адміністративний суд","Донецька область",2013,459749,33472,241968,33472,0,0,0,0,164,0,12617,0,0,0,0,0,67.7,35,0,0,0,0,1,0,0,0,"Citroen,C3 Picasso;;",;;,2013;;,;;,1,"Citroen C3 Picasso",14278.4285714286,450.540210918731,0.72305486612901
328,3583,6847,"Огурцов Олексій Петрович",Суддя,"Адміністративний місцевий суд","м. Київ",2013,169450.6,7519.35,169450.6,7519.35,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,0,0,0,0,1,2,0,0,"Subaru,Forester;;","Subaru,Forester;Hyundai,Civic;",2010;;,2011;2006;,1,"Subaru Forester",17561.4653640248,257.046468581254,0.9136080479562
329,3586,671,"Бондарєв Едуард Миколайович",Суддя,"Господарський місцевий суд","Дніпропетровська область",2013,209429,0,197917,0,0,0,0,0,42,0,11470,0,0,0,0,0,88.9,0,0,0,0,0,1,0,0,0,"Lexus,RX;;",;;,2008;;,;;,1,"Lexus RX",25501.0560957108,421.990309487632,0.91744571981935
330,3592,9877,"Серкіз Віктор Григорович",Суддя,"Господарський місцевий суд","Запорізька область",2013,278841,16800,242841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,0,1,0,0,0,"Kia,Soul;;",;;,2012;;,;;,1,"Kia Soul",12484.6153846154,546.962468586872,0.57598127024162
331,363,3552,"Сергієнко Юрій Петрович","Заступник командира роти ПСМОП ’Харків-2"" ГУМВС України","Міністерство внутрішніх справ","Харківська область",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,0,0,"Toyota,Land Cruiser Prado;;",;;,1997;;,;;,1,"Toyota Land Cruiser Prado",11335.8422296669,1980.94998085228,0.84409593528493
332,3635,9950,"Владимиренко Ігор Вячеславович",Суддя,"Господарський місцевий суд","Дніпропетровська область",2013,209464,10726,209464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ВАЗ,21214;;",;;,2007;;,;;,0.66666666666667,"ВАЗ 2121 1.9",5284.57950243082,68.609805300004,0.76251669474891
333,365,598,"Білий Володимир Володимирович","Начальник управління правової роботи Головного управління ДФС","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Тернопільська область",2013,37571,0,25102,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,0,0,0,0,1,0,0,0,"Mazda,323;;",;;,1997;;,;;,1,"Mazda 323",4366.09502363196,69.0729614646975,0.65985914463933
334,3650,3711,"Стахова Наталія Володимирівна",Суддя,"Загальний апеляційний суд","Луганська область",2013,209056,0,209056,0,0,0,0,0,0,0,0,0,0,0,0,0,116,56,0,0,0,0,1,0,0,0,"Mazda,323;;",;;,1998;;,;;,1,"Mazda 323",4525.93217424987,74.4939138414632,0.65985914463933
335,3653,3708,"Панькіна Лідія Іванівна","Заступник начальника управління - начальник відділу законодавства про охорону довкілля, надзвичайні ситуації природнього та техногенного характеру","Міністерство юстиції","Загальнодержавний регіон",2013,160568,0,145464,0,0,0,0,0,0,0,15104,0,0,0,0,0,54.6,0,47.9,0,0,0,1,0,0,0,"Mercedes-Benz,A 150;;",;;,2005;;,;;,1,"Mercedes-Benz A 150",10200,794.549508050178,0.49556460539661
336,3665,9946,"Гулай Юрій Вікторович","Заступник начальника відділу бюджетного законодавства Управління фінансового законодавства Департаменту цивільного фінансового законодавства та законодавства з питань земельних відносин","Міністерство юстиції","Загальнодержавний регіон",2013,118843,35397,107783,32898,0,0,0,0,0,0,11060,2499,0,0,0,0,56,56,0,0,0,0,1,0,0,0,"Chevrolet Aveo;;",;;,2008;;,;;,1,"Chevrolet Aveo",6376.8819808352,37.3711432202573,0.60226401013784
337,3669,3722,"Маринчак Нінель Євгенівна",Суддя,"Вищий адміністративний суд","Загальнодержавний регіон",2013,557607,0,299974,0,0,0,0,0,0,0,13764,0,0,0,0,0,243.2,0,0,0,0,0,1,0,0,0,"Lexus,RX;;",;;,2010;;,;;,1,"Lexus RX",35877.7036526502,461.346409614387,0.91744571981935
338,368,3553,"Терлецька Олена Олександрівна",Суддя,"Адміністративний місцевий суд","м. Київ",2013,171546.36,5100,160076.36,0,0,0,0,0,0,0,11470,0,23.97,0,0,0,25.4,0,0,0,0,0,1,1,0,0,"Hyundai,Grandeur;;","Hyundai,Santa Fe;;",2008;;,2009;;,1,"Hyundai Grandeur",13064.5294117647,586.509545481959,0.89980898367256
339,3682,13000,"Колодійчук Віктор Миколайович",Суддя,"Вищий спеціалізований суд з розгляду цивільних і кримінальних справ","Загальнодержавний регіон",2013,378126.66,11424,378126.66,11424,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,1,0,0,0,"Mazda,6;;",;;,2011;;,;;,1,"Mazda 6",19048.8668567832,191.432841548096,0.84463551046097
340,3688,9885,"Літвіна Валентина Василівна",Суддя,"Загальний апеляційний суд","Запорізька область",2013,340942,0,288127,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Peugeot,208;;",;;,2013;;,;;,0.66666666666667,"Peugeot 208 1.6",13400.3461538462,376.209708423439,0.18387162806327
341,3706,13090,"Кобилянський Костянтин Миколайович",Суддя,"Адміністративний місцевий суд","м. Київ",2013,171582,0,171143,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mercedes-Benz,GL-450;;",;;,2008;;,;;,0.66666666666667,"Mercedes-Benz GL 450",28658.3333333333,1231.56336836036,0.89720938116784
342,371,12769,"Токарева Аліса Олегівна","Провідний спеціаліст відділу контролю Департаменту організаційного та ресурсного забезпечення","Міністерство юстиції","Загальнодержавний регіон",2013,21356,0,17782,0,0,0,0,0,0,0,3574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Toyota,Land Cruiser Prado;;",;;,2006;;,;;,1,"Toyota Land Cruiser Prado",21162.3764807129,353.147048136092,0.84409593528493
343,3711,13070,"Ступаков Олександр Анатолійович",Суддя,"Загальний апеляційний суд","Одеська область",2013,235892,222869,235890,222869,0,0,0,0,0,0,0,0,0,0,0,0,28.94,57.88,0,0,0,0,1,0,0,0,"Mazda,6;;",;;,2008;;,;;,1,"Mazda 6",13600.7728869101,132.825662808378,0.84463551046097
344,3731,6848,"Буторов Євген Олександрович","Головний спеціаліст відділу з питань нацбезпеки і оборони Департаменту антикорупційного законодавства та правосуддя Мінюсту","Міністерство юстиції","Загальнодержавний регіон",2013,86028,0,77792,0,0,0,0,0,0,0,8236,0,0,0,0,0,82,82,0,0,0,0,1,0,0,0,"Mitsubishi,Lancer;;",;;,2009;;,;;,1,"Mitsubishi Lancer X",10142.7792207792,152.028694353733,0.45767890583272
345,3746,3725,"Бащенко Лариса Вікторівна",Суддя,"Загальний апеляційний суд","Луганська область",2013,240919,71149,240895,7105,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,133,0,0,1,1,0,0,"Citroen,C1;;","Fiat,Linea Active;;",2012;;,2012;;,1,"Citroen C1",9825.02922629392,119.426400796793,0.80842255115602
346,3751,13091,"Гонтарева Валерія Олексіївна","Голова Національного банку України","Національний банк","Загальнодержавний регіон",2013,3884679,1202694,1018214,661455,0,0,0,0,0,0,0,0,280,0,0,0,106,0,250,0,0,0,3,0,0,0,"Infinity,FX;Porsche,Panamera;Porsche,Cayenne",;;,2007;2012;2013,;;,0.875,"Porsche Panamera GTS",86061.0769230769,3341.0553055391,0.47460082817367
347,3751,13091,"Гонтарева Валерія Олексіївна","Голова Національного банку України","Національний банк","Загальнодержавний регіон",2013,3884679,1202694,1018214,661455,0,0,0,0,0,0,0,0,280,0,0,0,106,0,250,0,0,0,3,0,0,0,"Infinity,FX;Porsche,Panamera;Porsche,Cayenne",;;,2007;2012;2013,;;,1,"Porsche Cayenne",90511.8789972688,1458.41642455963,0.85665378832689
348,3767,3709,"Білоножко Віталій Олександрович","Старший інспектор групи кадрового забеспечення спеціального загону ДПС особливого призначення(підпорядкованого Департаменту ДАІ) при МВС України","Міністерство внутрішніх справ","Загальнодержавний регіон",2013,52808.9,0,45336.2,0,0,0,0,0,0,0,7472.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Daewoo,Lanos;;",;;,2007;;,;;,1,"Daewoo Lanos",4271.84891561231,25.6064073549988,0.37419210694288
349,3779,12900,"Коноваленко Анна Ігорівна","Провідний спеціаліст відділу порівняльно-;правового аналізу та експертизи на відповідність;(нерозбірливо) управління міжнародно-;правової експертизи Департаменту міжнародного;права та співробітництва","Міністерство юстиції","Загальнодержавний регіон",2013,11952,309507,0,309507,0,0,0,0,0,0,11952,0,0,0,0,0,130,186.8,0,392.7,0,0,1,0,0,0,"Suzuki,Grand Vitara;;",;;,2006;;,;;,1,"Suzuki Grand Vitara",11529.4523809524,165.590617255337,0.78806460983059
350,3781,6863,"Кателін Володимир Петрович","Суддя апеляційного суду Миколаївської обл.","Загальний апеляційний суд","Миколаївська область",2013,270796.06,15832.12,267246.06,15832.12,0,0,0,0,0,0,0,0,0,0,0,0,49,49,36,0,0,0,1,0,0,0,"Mitsubishi,Outlander XL;;",;;,2007;;,;;,1,"Mitsubishi Outlander XL",14629.9552238806,238.254276606915,0.41610164680738
351,3789,745,"Мельничук Ігор Валентинович","Начальник відділення спеціальних заходів штабу СЗ ДПС ОП (підпорядкованого ДДАІ) при МВС України","Міністерство внутрішніх справ","Загальнодержавний регіон",2013,75338.86,0,64859.16,10500,0,0,0,0,0,0,10479.8,0,0,0,0,0,99.1,0,0,0,0,0,1,0,0,0,"Toyota,Camry;;",;;,2008;;,;;,0.8,"Toyota Camry 3.5",15501.325028064,97.605957436076,0.91716184076841
352,381,6563,"Заголдна Яна Володимирівна",Суддя,"Господарський місцевий суд","Рівненська область",2013,170813,0,170813,0,0,0,0,0,0,0,0,0,0,0,0,0,113.5,0,0,0,0,0,1,0,0,0,"Opel,Astra;;",;;,2008;;,;;,1,"Opel Astra J",8897.09507080657,1260.52660974935,0.81716001156417
353,3810,5850,"Пилипчук Надія Григорівна","суддя вищого адміністративного суду україни","Вищий адміністративний суд","м. Київ",2013,318169,92844,303471,69393,0,0,0,0,934,23451,13764,0,0,0,0,0,35.85,111.6,384,0,1200,1800,1,1,0,0,"Mercedes-Benz ML 250 CDI;;;;","Toyota Land Cruiser;;;",2013;;;;,2012;;;,0.57142857142857,"Mercedes-Benz ML 250 GLE SUV",60985.8,1750.08875016209,0.41559021905893
354,3819,13103,"Жданов Ігор Олександрович","Міністр молоді та спорту","Міністерство молоді та спорту","Загальнодержавний регіон",2013,219212,31350,0,0,866,0,0,0,0,0,0,0,0,0,0,0,113.8,0,0,229.8,0,0,1,0,0,0,"Toyota,Camry;;",;;,2006;;,;;,0.8,"Toyota Camry 3.5",13071.8384313375,103.240679301379,0.91716184076841
355,3829,3693,"Бабак Алла Миколаївна",Суддя,"Загальний апеляційний суд","Запорізька область",2013,230116,13624,223401,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nissan,Qashqai;;",;;,2012;;,;;,1,"Nissan Qashqai",17898.1251719496,224.167649737842,0.80883655784562
356,3849,739,"Таргоній Дар’я Олександрівна",Суддя,"Загальний апеляційний суд","Київська область",2013,205099.97,199786.28,192482.97,188932.03,0,0,0,0,0,0,12617,10854.25,0,0,0,0,69,0,0,0,0,0,1,0,0,0,"Mazda,3;;",;;,2007;;,;;,1,"Mazda 3",9436.18852459015,129.247950950461,0.80005991018137
357,3867,768,"Мальованець Сергій Васильович","Претендент на посаду Заступник керівника Служби Віце-прем’єр міністра України Кириленка В.А.","Кабінет міністрів (крім міністрів міністерств)","Загальнодержавний регіон",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,0,19,0,0,1,0,0,0,"Mitsubishi,Lancer;;",;;,2007;;,;;,1,"Mitsubishi Lancer X",9626.75630252101,122.29183104263,0.45767890583272
358,3872,13112,"Йосипчук Олександр Семенович",Суддя,"Господарський місцевий суд","Закарпатська область",2013,208298,37100,205498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,3,1,0,0,"BMW,730;Jeep,Grand Cherokee;Audi,A6","Audi,A6;;",2000;1993;2003,2003;;,1,"BMW 730",11086.3729488323,504.656428231263,0.95166666010842
359,3872,13112,"Йосипчук Олександр Семенович",Суддя,"Господарський місцевий суд","Закарпатська область",2013,208298,37100,205498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,3,1,0,0,"BMW,730;Jeep,Grand Cherokee;Audi,A6","Audi,A6;;",2000;1993;2003,2003;;,0.88,"Jeep Grand Cherokee Full",8181.96064017788,2358.01939685887,0.88282797131915
360,3877,6788,"Кобець Наталія Миколаївна","Головний спеціаліст відділу фінансової звітності підвідомчих установ Департаменту планово-фінансової діяльності, бух. обліку та звітності","Міністерство юстиції","Загальнодержавний регіон",2013,21612,0,21612,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2,0,0,0,"Toyota,RAV4;Mercedes-Benz,CL500;",;;,2007;2008;,;;,0.8,"Mercedes-Benz CL 500 amg",50228.7393190556,1009.38810919351,0.97359102288193
361,3880,9942,"Нагорний Анатолій Миколайович",Суддя,"Загальний апеляційний суд","Київська область",2013,343067,91148,228450,67148,0,0,0,0,0,0,12617,0,0,0,0,0,182,105,0,0,0,0,1,1,0,0,"Hyundai,Santa Fe;;","Fiat,Punto;;",2013;;,2012;;,0.53333333333333,"Hyundai Santa FE 2.2 CRDI",31411.80900846,266.929942246006,0.90181426677885
362,3884,9908,"Шунько Григорій Олексійович",Суддя,"Загальний апеляційний суд","Сумська область",2013,239050,17281,237788,16000,0,0,0,0,0,0,0,0,0,0,0,0,53.9,53.9,158.7,158.7,0,0,1,0,0,0,"Subaru,Forester;;",;;,2008;;,;;,1,"Subaru Forester",13808.5347918864,199.438746308865,0.9136080479562
363,3908,3680,"Науменко Ліна Миколаївна","Головний спеціаліст Департаменту планово-фінансової діяльності, бухгалтерського обліку та звітності","Міністерство юстиції","Загальнодержавний регіон",2013,69002,0,69002,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,0,"Chevrolet,Lacetti;;",;;,2008;;,;;,1,"Chevrolet Lacetti",7389.23083474542,47.9532836829,0.4777036105912
364,3921,13100,"Зінченко Наталя Григорівна",Суддя,"Господарський місцевий суд","Запорізька область",2013,210732,0,204740,0,0,0,0,0,0,0,0,0,24,0,0,0,139.9,21.5,0,0,0,0,1,0,0,0,"Nissan,Murano;;",;;,2012;;,;;,1,"Nissan Murano",31540.3302884097,765.093636852165,0.86391239988984
365,393,6651,"Гноць Дмитро Іванович","Головний спеціаліст сектору супроводу процедур банкрутства та інформаційно-аналітичної роботи Управління з питань банкрутства Департаменту нотаріату та банкрутства","Міністерство юстиції","Загальнодержавний регіон",2013,57964,0,52381,0,0,0,0,0,0,0,5582,0,0,0,0,0,76,0,0,0,0,0,1,0,0,0,"Hyundai,Accent;;",;;,2013;;,;;,1,"Hyundai Accent",12378.8280981841,77.672246596411,0.83368792107584
366,3943,3703,"Кваша Сергій Володимирович",Суддя,"Загальний апеляційний суд","Миколаївська область",2013,268994,100349,252249,91883,0,0,0,0,0,8466,0,0,0,0,0,0,60.4,0,61.8,61.8,0,0,1,0,0,0,"Mazda,6;;",;;,2007;;,;;,1,"Mazda 6",11239.4260694994,149.109884283215,0.84463551046097
367,3949,3704,"Куделько Надія Євгенівна",Суддя,"Адміністративний місцевий суд","Дніпропетровська область",2013,172076,0,172076,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,1,0,0,0,"Mazda,CX-7;;",;;,2009;;,;;,1,"Mazda CX-7",15674.2,436.277233395961,0.61530815668087
368,3956,3705,"Нікулін Олександр Анатолійович",Суддя,"Апеляційний адміністративний суд","Донецька область",2013,358614,0,230030,0,2315,0,0,0,0,0,12617,0,152,0,0,0,0,0,102.2,82,0,0,1,0,0,0,"Mitsubishi,Outlander;;",;;,2008;;,;;,1,"Mitsubishi Outlander",11934.429281544,155.684499680106,0.87343429019931
369,3959,6789,"Зубар Валентин Васильович",Суддя,"Вищий спеціалізований суд з розгляду цивільних і кримінальних справ","Загальнодержавний регіон",2013,404842,189911,351386,0,2390,0,0,0,0,0,0,0,0,0,0,0,84,0,200,0,0,0,2,1,0,0,"SsangYoung,RX270XD;Mercedes-Benz,ML350;","Subaru,Impreza;;",2007;2013;,2007;;,1,"Mercedes-Benz ML 350",66977.7755558064,796.18243233973,0.92320848505584
370,3962,9943,"Моісеєнко Тетяна Михайлівна",Суддя,"Загальний апеляційний суд","Сумська область",2013,271584,35290,220600,11000,0,0,0,0,0,0,0,0,140,0,0,0,24.9,24.9,41.2,0,0,0,1,0,0,0,"Opel,Corsa;;",;;,2008;;,;;,1,"Opel Corsa",8138.35059451194,97.0962958279681,0.92206007135523
371,3978,643,"Джулай Олександр Борисович",Суддя,"Загальний апеляційний суд","Одеська область",2013,252032,0,246750,0,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,1,0,0,0,"Lexus,RX;;",;;,2006;;,;;,1,"Lexus RX",19054.7102991959,404.626799644598,0.91744571981935
372,3983,13159,"Кравцов Олександр Олексійович","Заступник голови Донецької оласної ради","Обласна рада","Донецька область",2013,211381,11713,170819,930,5923,0,0,0,32172,0,0,0,223,0,0,0,0,30.4,0,0,0,0,1,0,0,0,"Daewoo,Lanos;;",;;,2006;;,;;,1,"Daewoo Lanos",4161.79884341375,28.4990871022753,0.37419210694288
373,4006,6763,"Нащенко Олександр Юрійович",Суддя,"Загальний апеляційний суд","Тернопільська область",2013,356151.16,50367.13,243597.64,0,0,0,0,0,0,4083.16,12617,0,24,23.97,0,0,133.3,0,0,0,0,0,1,1,0,0,"Subaru,Outback;;","Toyota,Avensis;;",2006;;,1999;;,0.66666666666667,"Subaru Outback 2.5 А.Т",11437.7936621008,220.842749424591,0.94785608923882
374,401,13026,"Коршун Анатолій Олександрович","Суддя. Заступник голови Дніпропетровського апеляційного адміністративного суду","Апеляційний адміністративний суд","Дніпропетровська область",2013,296219.45,14803.33,283602.45,14803.33,0,0,0,0,0,0,12617,0,0,0,0,0,51.4,414.4,0,0,0,0,1,2,0,0,"Lexus,RX;;","Porsche,Cayenne;Mazda,6;",2006;;,2008;2008;,1,"Lexus RX",19054.7102991959,404.626799644598,0.91744571981935
375,4018,12895,"Лукманова Ольга Миколаївна","Суддя Дніпропетровського апеляційного админістративного суду","Загальний апеляційний суд","Дніпропетровська область",2013,271631,0,258414,0,0,0,0,0,0,0,12617,0,0,0,0,0,67.7,0,0,0,0,0,2,0,0,0,"Toyota,Yaris;ВАЗ,2101;",;;,2012;1971;,;;,0.57142857142857,"Toyota Yaris газ 4",11650.6593680036,278.192945818278,0.72107741095148
376,4021,9902,"Журавель Валерій Олександрович",Суддя,"Адміністративний місцевий суд","м. Київ",2013,542013,314333,221961,311567,0,0,0,0,10629,2766,11470,0,158,0,0,0,169.2,96,0,212,0,0,1,1,0,0,"Honda,CR-V;;","Mazda,CX-7;;",2008;;,2011;;,0.66666666666667,"Honda FR-V",13055.5,355.399710812707,0.5740948623423
377,4035,13066,"Трускавецький Василь Петрович",Суддя,"Господарський місцевий суд","Рівненська область",2013,170668,39885,170301,36455,367,0,0,0,0,15,0,3430,0,0,0,0,0,0,67.6,0,0,0,1,1,0,0,"Ford,Fusion;;","Ford,Fusion;;",2010;;,2010;;,1,"Ford Fusion",8506.22935979259,157.968099671015,0.35475765463364
378,4051,12897,"Ложкін Борис Євгенович",Глава,"Адміністрація президента / Секретаріат президента","Загальнодержавний регіон",2013,1216389,8045997,1171429,296973,0,0,29000,0,0,7748213,0,0,0,0,0,172462,290.5,203.8,0,0,0,0,2,0,0,0,"Lexus,GX;Lexus,LX;",;;,2010;2013;,;;,1,"Lexus LX",98760.8915375171,1277.01680511515,0.95290105836065
379,4051,12897,"Ложкін Борис Євгенович",Глава,"Адміністрація президента / Секретаріат президента","Загальнодержавний регіон",2013,1216389,8045997,1171429,296973,0,0,29000,0,0,7748213,0,0,0,0,0,172462,290.5,203.8,0,0,0,0,2,0,0,0,"Lexus,GX;Lexus,LX;",;;,2010;2013;,;;,1,"Lexus GX",44495.2681289452,690.539438752867,0.92309101426444
380,4059,767,"Борденюк Євгенія Миколаївна",Суддя,"Вищий господарський суд","Загальнодержавний регіон",2013,620381,412930,231911,201764,0,100107,0,0,0,0,13764,25578,0,0,0,0,104,0,0,265.9,0,0,1,0,0,0,"Honda,HR-V;;",;;,2005;;,;;,1,"Honda HR-V",9685.58333333334,278.263142133911,0.64936330337749
381,4062,13134,"Лащук Олексій Адамович","Начальник Володимир-Волинського міськрайонного управління юстиції Волинської області","Міністерство юстиції","Волинська область",2013,103338,0,45244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,0,0,0,1,0,0,0,"Opel,Astra;;",;;,2004;;,;;,1,"Opel Astra J",6486.28597385397,1396.93447557482,0.81716001156417
382,4065,3684,"Волкова Ірина Анатоліївна","Головний спеціаліст Департаменту цивільного фінансового законодавства та законодавства з питань земельних відносин","Міністерство юстиції","Загальнодержавний регіон",2013,0,184951,0,168493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.9,0,0,1,0,0,0,"Honda,CR-V;;",;;,2007;;,;;,0.66666666666667,"Honda FR-V",11790,1123.87256593332,0.5740948623423
383,4069,13111,"Падій Богдан Андрійович","Помічник судді","Загальний апеляційний суд","Харківська область",2013,2920,420578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Toyota,Corolla;;","Toyota,Land Cruiser Prado;;",2006;;,2004;;,1,"Toyota Corolla",9486.95014994382,86.0725529117287,0.89547487556312
384,4072,6840,"Шилова Тетяна Семенівна",Суддя,"Вищий спеціалізований суд з розгляду цивільних і кримінальних справ","Загальнодержавний регіон",2013,354512,656502,354512,360452,0,0,0,0,0,0,0,0,0,0,0,0,90.8,0,0,255,0,0,1,2,0,0,"Subaru,Legacy;;","Toyota,Land Cruiser Prado;Volkswagen,Polo;",2004;;,2012;2010;,1,"Subaru Legacy",8845.28747829005,205.166583394171,0.81935864868937
385,4102,9980,"Суховаров Артем Володимирович",Суддя,"Господарський місцевий суд","Дніпропетровська область",2013,164045,214037,164040,212252,0,0,0,0,5,1785,0,0,0,0,0,0,233.4,48,0,0,0,0,2,2,0,0,"BMW,X5;Audi,A4;","Mazda,CX-7;ВАЗ,2108;",2007;2009;,2010;1990;,0.66666666666667,"BMW X5 x 5",28649.4620232,566.541050435033,0.86297875302229
386,4113,9944,"Скрипченко Вадим Олександрович",Суддя,"Апеляційний адміністративний суд","Одеська область",2013,192475,34977,192424,20595,0,0,0,0,51,6520,0,0,0,0,0,0,0,177.2,0,543,0,0,1,1,0,0,"Mitsubishi,Pajero Sport;;","Toyota,RAV4;;",2007;;,2013;;,1,"Mitsubishi Pajero Sport",13956.4595694823,234.540512289168,0.8184358577766
387,4116,6841,"Прокопець Дмитро Євгенович",Депутат,"Районна, міська, селищна рада","Чернівецька область",2013,123350,13420,83250,13420,0,0,0,0,0,0,0,0,40100,0,0,0,0,0,0,0,0,0,1,0,0,0,"Opel,Astra;;",;;,2008;;,;;,1,"Opel Astra J",8897.09507080657,1260.52660974935,0.81716001156417
388,4119,3644,"Неклеса Олена Миколаївна",Суддя,"Адміністративний місцевий суд","Дніпропетровська область",2013,57515,0,47285,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4,0,0,0,0,0,2,0,0,0,"ВАЗ,2108;Hyundai,Accent;",;;,1988;2008;,;;,1,"Hyundai Accent",7461.67912494324,55.2367052226827,0.83368792107584
389,4122,6783,"Коломієць Оксана Сергіївна",Суддя,"Загальний апеляційний суд","Житомирська область",2013,263879.66,0,263879.66,0,0,0,0,0,0,0,0,0,0,0,0,0,62.88,0,0,0,0,0,1,0,0,0,"Daewoo,Lanos;;",;;,2008;;,;;,1,"Daewoo Lanos",4476.31457950016,24.9226276069274,0.37419210694288
390,413,3603,"Кисильова Ольга Йосипівна",Суддя,"Адміністративний місцевий суд","Херсонська область",2013,200344,28311,200344,28311,0,0,0,0,0,0,0,0,0,0,0,0,19,0,33,320,0,0,1,0,0,0,"Kia,Rio;;",;;,2013;;,;;,1,"Kia Rio",12500.5302365851,99.5529624506589,0.77617551671351
391,4149,649,"Золотухіна Ганна Олександрівна","Головний спеціаліст Управління представництва інтересів держави в судах України Департаменту судової роботи","Міністерство юстиції","Загальнодержавний регіон",2013,0,60200,0,60200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Hyundai,Getz;;",;;,2006;;,;;,1,"Hyundai Getz",6738.1724137931,104.988911130082,0.42968779961199
392,4152,3645,"Куштан Борис Петрович",Суддя,"Загальний апеляційний суд","Закарпатська область",2013,225676,612264,213059,0,0,0,0,0,0,0,12617,0,0,0,0,0,28,28,0,0,0,0,1,0,0,0,"Volkswagen,Golf;;",;;,2007;;,;;,1,"Volkswagen Golf V",10617.5714285714,285.35467666156,0.33864232977256
393,4157,727,"Дмитрієв Віктор Володимирович","Старший державний виконавець відділу державної виконавчої служби Болградського районного управління юстиції Одеської області","Державна виконавча служба","Одеська область",2013,72746,42097,29166,36833,0,0,0,0,0,240,2303,3869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Chevrolet,Lacetti;;",;;,2005;;,;;,1,"Chevrolet Lacetti",6475.34083869945,48.9520512571737,0.4777036105912
394,416,6645,"Ференс Олена Миколаївна","Директор департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин","Міністерство юстиції","Загальнодержавний регіон",2013,183332,121421,143088,105637,0,0,0,0,0,0,40244,15784,0,0,0,0,70.5,0,0,0,0,0,1,0,0,0,"Peugeot,308;;",;;,2012;;,;;,0.8,"Peugeot 3008",18266.5555555555,589.992527831257,0.82180529956897
395,4164,12899,"Фальчук Валерій Павлович",Суддя,"Загальний апеляційний суд","Одеська область",2013,241394.48,15836,241394.48,0,0,0,0,0,0,0,0,0,0,0,0,0,168.9,111.4,0,0,0,0,1,1,0,0,"Hyundai,Santa Fe;;","Hyundai,Santa Fe;;",2008;;,2008;;,0.53333333333333,"Hyundai Santa FE 2.2 CRDI",16659.4910061922,235.08023847286,0.90181426677885
396,4169,687,"Бойко Андрій Володимирович",Суддя,"Апеляційний адміністративний суд","Одеська область",2013,208743,0,208742.72,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3,0,0,0,0,0,2,0,0,0,"Mercedes-Benz,Viano;УАЗ,31514;",;;,2007;1998;,;;,1,"УАЗ 31514",4302.04,712.400143863506,0.50893854202641
397,4179,647,"Плавич Наталья Дмитрієвна",Суддя,"Загальний апеляційний суд","Одеська область",2013,329093,153413,284114,85762,0,0,0,0,2894,8822,0,0,0,0,0,0,96.3,43.3,0,0,0,0,1,2,0,0,"Subaru,Forester;;","Nissan,Sunny;Mazda,CX-7;",2008;;,1993;2007;,1,"Subaru Forester",13808.5347918864,199.438746308865,0.9136080479562
