number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
3242,vulyk_1_821,Дорошенко Тетяна Федорівна,начальник відділу Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,125000,80000,112000,69000,0,0,0,0,0,0,12000,11000,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3243,vulyk_1_1816,Галіцина Оксана Вікторівна,спеціаліст 1 категорії,,,2014,40210,54325,0,54025,0,0,0,0,0,0,0,200,0,0,0,0,16.4,16.4,0,34,0,1500,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3244,vulyk_1_1051,Давидченко Андрій Васильович,начальник відділу роботи з кадрами Головної військової прокуратури Генеральної прокуратури України,Військова прокуратура,Загальнодержавний регіон,2014,194137,4800,194137,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,78.7,0,48.5,0,500,1,0,0,0,Ford Fusion;;;;;,;;;;;,2008;;;;;,;;;;;
3245,vulyk_1_814,Акуленко Світлана Олексіївна,суддя апеляційного суду Чернігівської області,Загальний апеляційний суд,Чернігівська область,2013,258526,68761,245909,67199,0,0,0,0,0,0,12617,1562,0,181,0,0,18.1,54.3,0,0,2100,0,1,1,0,0,Nissan X-Trail;;;;;,"ВАЗ 21214 ""Нива"";;;;;",2012;;;;;,2005;;;;;
3246,vulyk_1_1688,Рега Євгеній Євгенійович,прокурор відділу представництва інтересів громадян і держави в суді прокуратури Закарпатської області,Прокуратура,Закарпатська область,2014,88975,0,88975,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3247,vulyk_1_1520,Олаг Олександр Миколайович,начальник управління нагляду за додержанням законів у кримінальному провадженні,Прокуратура,,2014,254030,282703,160258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.7,0,24300,5450,1,1,0,0,BMW 520;;;;;,Volkswagen Tiguan;;;;;,2008;;;;;,2011;;;;;
3248,vulyk_1_941,Марченко Ольга Анатоліївна,"старший прокурор відділу організації представництва на захист інтересів громадян або держави в суді Управління представництва, захисту інтересів громадян та держави в суді прокуратури Полтавської області",Прокуратура,Полтавська область,2014,93311,0,93311,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3249,vulyk_1_105,Харченко Світлана Василівна,суддя Київського окружного адміністративного суду,Вищий адміністративний суд,Київська область,2013,179513.2,0,168043.2,0,0,0,0,0,0,0,11470,0,0,0,0,0,79.5,0,0,0,0,0,1,0,0,0,Mersedes-Benz E500;;;;;,;;;;;,2004;;;;;,;;;;;
3250,vulyk_1_1722,Данилко Тарас Степанович,"заступник прокурора Малиновського району міста Одеси, Одеської області",Прокуратура,Одеська область,2014,123762,39600,123762,39600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.9,132.9,8.01,8.01,1,1,0,0,Skoda Octavia;;;;;,Renault Symbol;;;;;,2006;;;;;,2008;;;;;
3251,vulyk_1_939,Магда Владислав Леонідович,слідчий в особисто важливих справах слідчого відділу прокуратури Полтавської області,Прокуратура,Полтавська область,2014,109825,13420,109621,13420,0,0,0,0,204,0,0,0,0,0,0,0,54,54,0,64,0,0,1,0,0,0,Daewoo Lanos;;;;;,;;;;;,2005;;;;;,;;;;;
3252,vulyk_1_890,Худякова Марія Юріївна,прокурор прокуратури Згурівського району,Прокуратура,Київська область,2014,88718,0,82770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3253,vulyk_1_1323,Шурашкевич Геннадій Миколайович,прокурор прокуратури Білоцерківського району,Прокуратура,Київська область,2014,64828,18693,64589,18454,0,0,0,0,239,239,0,0,0,0,0,0,43.3,0,0,0,0,0,0,1,0,0,;;;;;,Kia Rio;;;;;,;;;;;,2012;;;;;
3254,vulyk_1_1657,Якубець Костянтин Володимирович,прокурор відділу процесуального керівництва у кримінальних провадженнях прокуратури Тернопільської області,Прокуратура,Тернопільська область,,78123,21297,77516,0,0,0,0,0,607,969,0,0,0,0,1200,0,92.4,92.4,0,0,1000,0,1,0,0,0,Subaru Outback;;;;;,;;;;;,2011;;;;;,;;;;;
3255,vulyk_1_1638,Буряк Олег Миколайович,старший прокурор відділу нагляду за додержанням законів органами податкової міліції прокуратури Тернопільської області,Прокуратура,Тернопільська область,2014,195277,68027,117277,57027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,1200,600,2,0,0,0,Ford Focus;Suzuki Grand Vitara;;;;,;;;;;,2005;2006;;;;,;;;;;
3256,vulyk_1_388,Кравченко Юлія Володимирівна,старший прокурор Васильківської міжрайонної прокуратури,Прокуратура,Київська область,2014,866342,0,866342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3257,vulyk_1_1169,Коломієць Анастасія Вікторівна,спеціаліст І категорії прокуратури Обухівського району Київської області,Прокуратура,Київська область,2014,62422,27062,62422,27062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3258,vulyk_1_1594,Іщенко Галина Володимирівна,спеціаліст 2 категорії секретаріату прокуратури Полтавської області,Прокуратура,Полтавська область,2014,83063,0,83063,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3259,vulyk_1_679,Мойсюк Микола Іванович,суддя Вищого адміністративного суду України,Вищий адміністративний суд,Загальнодержавний регіон,2013,758894,2920,312757,2920,0,0,0,0,193,0,13764,0,0,0,0,0,139,140,0,0,0.5789,0,0,1,0,0,;;;;;,Toyota Camry;;;;;,;;;;;,2011;;;;;
3260,vulyk_1_977,Козаченко Вікторія Іванівна,заступник Бориспільського міжрайонного прокурора Київської області,Прокуратура,Київська область,2014,114781,0,112581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.25,0,30300,0,1,0,0,0,Honda Accord;;;;;,;;;;;,2013;;;;;,;;;;;
3261,vulyk_1_542,Крижний Олександр Миколайович,суддя Господарського суду Дніпропетровської області,Господарський місцевий суд,Дніпропетровська область,2013,216526,0,171283,0,386,0,0,0,44738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3262,vulyk_1_857,Шроль Валентин Ростиславович,суддя апеляційного суду Київської області,Загальний апеляційний суд,Київська область,2013,243321,23600,230604,15600,0,0,0,0,0,0,12617,0,0,0,0,0,0,18,33,25,2200,0,2,0,0,0,ВАЗ 21103;Kia Sorento;;;;,;;;;;,2002;2012;;;;,;;;;;
3263,vulyk_1_1575,Васильєва Ірина Вікторівна,начальник режимно-таємної частини прокуратури Полтавської області,Прокуратура,Полтавська область,2014,154303.79,0,153103.79,0,0,0,0,0,0,0,1200,0,0,0,0,0,121.7,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3264,vulyk_1_1652,Голодюк Наталія Василівна,прокурор прокуратури м. Житомира Житомирської області,Прокуратура,Житомирська область,2013,83585,0,83585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3265,vulyk_1_667,Мельник-Томенко Жанна Миколаївна,заступник голови Вінницького апеляційного адміністративного суду,Апеляційний адміністративний суд,Вінницька область,2013,236725,0,236725,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,0,0,0,1200,0,1,0,0,0,Nissan Teana;;;;;,;;;;;,2010;;;;;,;;;;;
3266,vulyk_1_1032,Гнатюк Олександр Юрійович,прокурор прокуратури м. Біла Церква,Прокуратура,Київська область,2014,79744.75,0,79744.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Honda Civic;;;;;,;;;;;,1992;;;;;,;;;;;
3267,vulyk_1_643,Васильєв Олег Юрійович,суддя господарського суду Дніпропетровської області,Господарський місцевий суд,Дніпропетровська область,2013,204245,826944,192770,3050,0,0,0,0,5,0,11470,0,0,0,0,0,31.55,77.95,520.1,0,1000,0,1,0,0,0,Honda Pilot;;;;;,;;;;;,2008;;;;;,;;;;;
3268,vulyk_1_302,Навора Юлія Михайлівна,"головний спеціаліст відділу законопроектування з питань конституційного законодавства та державного будівництва Управління конституційного та адміністративного законодавства Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,0,103660,0,103660,0,0,0,0,0,0,0,0,0,0,25000,0,57.9,41.6,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3269,vulyk_1_390,Навозенко Людмила Степанівна,заступник голови апеляційного суду Чернігівської області,Загальний апеляційний суд,Чернігівська область,2013,371020.17,0,306961.17,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2,0,0,0,1310,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3270,vulyk_1_1835,Діброва Вікторія Степанівна,старший прокурор прокуратури Голосіївського району м. Києва,Прокуратура,м. Київ,2014,98375,0,98375,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3271,vulyk_1_775,Іванішина Тетяна Борисівна,головний спеціаліст,,,2013,64226,0,58347,0,0,0,0,0,0,0,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3272,vulyk_1_1359,Зеленяк Едуард Степанович,прокурор відділу нагляду за додержанням законів органами внутрішніх справ при провадженні досудового розслідування та підтримання державного обвинувачення прокуратури Закарпатської області,Прокуратура,Закарпатська область,2014,84202,39477,84202,39477,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,1,0,0,;;;;;,Infiniti FX 35;;;;;,;;;;;,2003;;;;;
3273,vulyk_1_91,Ступіна Яна Юріївна,суддя Апеляційного суду Луганської області,Загальний апеляційний суд,Луганська область,2013,226252,0,226252,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,23.63,0,38.9,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3274,vulyk_1_1140,Гайдар Олександра Миколаївна,прокурор відділу процесуального керівництва при провадженні досудового розслідування органами внутрішніх справ та підтримання державного обвинувачення Управління нагляду за додержанням законів у кримінальному провадженні прокуратури Полтавської області,Прокуратура,Полтавська область,2014,23178,12513,0,0,0,0,0,0,0,0,23178,0,0,0,0,0,48.8,48.8,0,0,0,0,1,1,0,0,Ford Fiesta;;;;;,ЗАЗ 21063;;;;;,2007;;;;;,1992;;;;;
3275,vulyk_1_1157,Пархоменко Артем Олексійович,старший прокурор відділу організації участі прокурорів у кримінальному провадженні в суді прокуратури Полтавської області,Прокуратура,Полтавська область,2014,72772,0,72772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,ВАЗ 2170303;;;;;,;;;;;,2009;;;;;,;;;;;
3276,vulyk_1_1056,Денисюк Олексій Олексійович,прокурор прокуратури Оболонського району міста Києва,Прокуратура,м. Київ,2014,67206,0,62152,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,1000,0,1,0,0,0,BMW 523i;;;;;,;;;;;,2008;;;;;,;;;;;
3277,vulyk_1_530,Доній Володимир Вадимович,заступник начальника відділу Центру безпеки дорожнього руху та автоматизованих систем (підпорядкованого ДДАІ) при МВС України,Департамент ДАІ,Загальнодержавний регіон,2013,70682.27,0,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,Nissan Qashqai;;;;;,;;;;;,2013;;;;;,;;;;;
3278,vulyk_1_852,Острянський Василь Іванович,суддя апеляційного суду Чернігівської області,,,2013,286550,33600,286550,33600,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,55.3,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
3279,vulyk_1_561,Мотик Євген Володимирович,прокурор прокуратури Обухівського району Київської області,Прокуратура,Київська область,2014,69116,143738,69116,143738,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,2200,2300,0,3,0,0,;;;;;,Mitsubishi Outlander;Volkswagen Golf;Skoda Superb;;;,;;;;;,2008;2009;2012;;;
3280,vulyk_1_1791,Логвін Денис Олегович,прокурор прокуратури м. Мукачево на час відпустки по догляду за дитиною основного працівника,Прокуратура,Закарпатська область,2014,10338,32188,0,6858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;
